ind1, ind2,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
2082,136320,JF109233,12/17/2021 04:00:00 PM,054XX W CORTEZ ST,0810,THEFT,OVER $500,RESIDENCE,N,N,1524,37,06,,,,,
2083,136323,JF108473,11/12/2021 12:00:00 AM,097XX S HALSTED ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),N,N,2223,34,11,,,41.7519951,-87.6444377388515,
2084,136336,JF125806,11/01/2021 12:00:00 AM,035XX N DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,Y,1921,47,07,,,41.8956562,-87.677106,
2085,136339,JE468694,11/15/2021 11:00:00 AM,053XX S DREXEL AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,233,5,06,,,,,
2086,136343,JF108795,12/10/2021 12:00:00 AM,001XX N LOCKWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1523,28,11,,,41.880747,-87.75763,
2087,136350,JF108660,12/16/2021 05:00:00 PM,046XX W 59TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,813,13,06,,,41.787249246446294,-87.63674499046752,
2088,136370,JE468680,11/08/2021 04:01:00 PM,004XX E 46TH ST,0810,THEFT,OVER $500,BANK,N,N,221,3,06,,,44.9197773,-93.262371,
2089,136384,JE334692,08/08/2021 06:30:00 PM,012XX N LARRABEE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1822,27,06,,,41.9050612,-87.6432596,
2090,136558,JF108758,12/27/2021 04:00:00 AM,047XX N KEWANEE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1722,39,06,,,,,
2091,136572,JE374111,09/11/2021 07:00:00 AM,012XX W NORWOOD ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,2433,48,06,,,41.9895603,-87.818734,
2092,136574,JE343381,08/19/2021 02:13:00 AM,048XX N KENMORE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),N,N,2024,46,26,,,,,
2093,136580,JF108630,12/31/2021 10:00:00 AM,050XX W LAWRENCE AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,N,N,1623,45,10,,,41.9690254,-87.6593202,
2094,136790,JE343736,08/19/2021 11:00:00 PM,007XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1925,46,06,,,41.9535757,-87.7004433,
2095,136838,JE344782,08/19/2021 10:00:00 AM,064XX S LAMON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,813,13,06,,,41.77627609304241,-87.74454499436818,
2096,136973,JE346880,08/19/2021 08:00:00 PM,014XX W RASCHER AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2013,48,06,,,41.980843666666665,-87.66809833333333,
2097,137350,JF126136,12/20/2021 12:00:00 AM,080XX S SPAULDING AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,834,18,26,,,41.8537493,-87.7075347,
2098,137448,JE349105,08/01/2021 08:15:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,,,41.884414294831224,-87.62591126529557,
2099,137555,JE342669,08/19/2021 12:00:00 AM,039XX N NORA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1632,38,14,,,41.9453613,-87.802069,
2100,137946,JE344760,08/20/2021 02:00:00 AM,053XX S NEWLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,N,N,811,23,14,,,41.7774254,-87.7954677,
2101,137990,JE359322,09/01/2021 11:00:00 AM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,N,N,1651,41,06,,,,,
2102,138132,JE452330,11/16/2021 11:35:00 AM,037XX W NORTH AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2535,26,11,,,41.90985629045363,-87.72064262660778,
2103,138246,JE364782,09/01/2021 12:00:00 AM,012XX S MILLARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1011,24,14,,,41.8498458,-87.7161761,
2104,138348,JE364667,08/28/2021 09:00:00 AM,019XX N HUMBOLDT BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1421,1,06,,,41.91603955229015,-87.70250497194674,
2105,138648,JF109171,11/24/2021 02:00:00 PM,040XX N KEYSTONE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,1722,39,26,,,41.8841601,-87.7269925,
2106,138801,JE452364,11/16/2021 02:06:00 PM,053XX S GREENWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,233,5,06,,,41.7599583,-87.5982701,
2107,138837,JF108618,12/31/2021 05:00:00 PM,063XX N LOWELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1711,39,11,,,,,
2108,138840,JE432246,11/03/2021 08:39:00 AM,001XX W CONGRESS PKWY,3300,PUBLIC PEACE VIOLATION,PUBLIC DEMONSTRATION,STREET,Y,N,123,4,24,,,41.8748698,-87.63994605057275,
2109,138882,JE372019,09/11/2021 06:30:00 PM,003XX N MORGAN ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,1214,27,06,,,41.8875203,-87.6519922,
2110,138887,JE371735,09/11/2021 10:30:00 PM,006XX W PERSHING RD,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,915,11,06,,,41.82377437921388,-87.62806280013142,
2111,138992,JE376714,09/06/2021 06:00:00 PM,025XX W Leland Ave,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1911,47,06,,,41.966675533329585,-87.69212066704162,
2112,139370,JE408168,09/09/2021 01:35:00 PM,022XX W ARGYLE ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,2031,40,06,,,41.9733049,-87.6556377,
2113,139435,JE405619,10/07/2021 04:35:00 PM,015XX E HYDE PARK BLVD,0810,THEFT,OVER $500,CTA TRAIN,N,N,234,5,06,,,41.80238084646923,-87.58873359772305,
2114,139480,JE324950,08/01/2021 12:00:00 AM,009XX S MCCORMICK PL BUSWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,114,4,14,,,41.8583741,-87.6191482,
2115,139878,JE351063,08/11/2021 02:09:00 PM,005XX W ARLINGTON PL,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1935,43,06,,,41.9271642,-87.6444890622482,
2116,139939,JE350826,08/19/2021 05:00:00 PM,023XX N LINCOLN AVE,0820,THEFT,$500 AND UNDER,DAY CARE CENTER,N,N,1812,43,06,,,41.9254527,-87.6487665,
2117,139945,JE348680,08/20/2021 10:50:00 PM,035XX N CLARK ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1924,44,06,,,41.94606564187362,-87.65573059466877,
2118,140066,JE344743,08/20/2021 02:25:00 AM,032XX W BEACH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1422,26,14,,,41.9075497,-87.671983,
2119,140090,JE350709,08/14/2021 01:00:00 AM,035XX N Bosworth Ave,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1922,44,06,,,41.9238205,-87.6671229,
2120,140107,JE344847,08/20/2021 11:00:00 PM,018XX W TOUHY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2424,49,06,,,42.01269123771634,-87.67611268788512,
2121,140426,JE402745,10/07/2021 06:00:00 PM,024XX N LAKE SHORE DR NB,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1935,43,06,,,,,
2122,140533,JE408436,10/05/2021 01:00:00 PM,004XX N STATE ST,0860,THEFT,RETAIL THEFT,BAR OR TAVERN,N,N,1831,42,06,,,41.88287802025837,-87.62775009268994,
2123,140680,JE402754,10/07/2021 06:00:00 PM,024XX N LAKE SHORE DR NB,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,LAKEFRONT / WATERFRONT / RIVERBANK,N,N,1935,43,11,,,,,
2124,140715,JE433365,11/03/2021 11:50:00 PM,031XX W FLOURNOY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,1134,24,11,,,41.8725463,-87.7247218,
2125,141110,JE371461,09/12/2021 10:15:00 AM,033XX N PARIS AVE,0810,THEFT,OVER $500,PARK PROPERTY,N,N,1631,38,06,,,41.9449332,-87.8302866,
2126,141116,JE378057,08/25/2021 07:30:00 AM,0000X W TERMINAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,N,N,1651,41,11,,,,,
2127,141237,JE373190,09/12/2021 09:19:00 PM,005XX S MORGAN ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1232,25,06,,,41.881028916666665,-87.65211966666666,
2128,141346,JE371458,09/12/2021 05:11:00 AM,033XX N PARIS AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,1631,38,06,,,41.9449332,-87.8302866,
2129,141430,JE370324,09/12/2021 02:23:00 AM,001XX W CONGRESS PKWY,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,123,4,04B,,,41.875787,-87.62941933333335,
2130,141708,JE349285,08/21/2021 10:00:00 PM,024XX N GENEVA TER,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1935,43,06,,,41.9259878769812,-87.64385743755827,
2131,141787,JE419453,10/22/2021 08:14:00 AM,012XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1224,25,14,,,41.88204819750612,-87.63190947083031,
2132,142395,JE420532,10/22/2021 07:00:00 PM,012XX W ADDISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,1923,44,14,,,41.9472200255724,-87.65971670433198,
2133,142455,JF125962,09/03/2021 02:00:00 PM,043XX W MONTROSE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1722,39,26,,,41.960936,-87.736513,
2134,142584,JE425232,10/17/2021 07:40:00 PM,037XX W ARGYLE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,1712,39,11,,,41.97186790751107,-87.72222315331288,
2135,142694,JE407185,10/08/2021 02:45:00 PM,0000X W 79TH ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,N,N,623,6,06,,,41.7499423,-87.6896596,
2136,142853,JE363560,09/02/2021 04:16:00 PM,0000X E Oak St,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1833,42,06,,,41.90082794166459,-87.62807566913273,
2137,142945,JE362223,09/02/2021 08:15:00 PM,016XX N WELLS ST,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,1814,2,06,,,41.884921373999475,-87.63379651375327,
2138,142967,JE348492,08/21/2021 12:00:00 AM,009XX W SCHOOL ST,0810,THEFT,OVER $500,STREET,N,N,1924,44,06,,,41.9415088,-87.6690049,
2139,143029,JE359437,09/02/2021 05:30:00 PM,034XX N ROCKWELL ST,0810,THEFT,OVER $500,PARK PROPERTY,N,N,1921,47,06,,,41.94654497055565,-87.69402352960924,
2140,143052,JE366467,08/01/2021 12:30:00 AM,002XX E HURON ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,N,N,1834,42,06,,,,,
2141,143451,JE347998,08/22/2021 04:00:00 PM,024XX N LAKE SHORE DR NB,0870,THEFT,POCKET-PICKING,SIDEWALK,N,N,1935,43,06,,,,,
2142,143575,JE419961,10/22/2021 02:15:00 PM,0000X W ADAMS ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,113,42,06,,,41.879377,-87.627873,
2143,143760,JE387853,09/25/2021 06:00:00 PM,005XX W TAYLOR ST,0870,THEFT,POCKET-PICKING,RESTAURANT,N,N,124,25,06,,,,,
2144,143764,JE393892,09/08/2021 12:00:00 PM,042XX N Kenmore Ave,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1915,46,06,,,41.9587858731037,-87.65637,
2145,143800,JE366626,09/03/2021 02:46:00 PM,054XX S HARPER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,234,5,11,,,41.80015025,-87.58860979923904,
2146,144016,JE391825,09/25/2021 01:30:00 AM,027XX W CRYSTAL ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1423,26,06,,,41.9044429,-87.6622456,
2147,144171,JE374118,09/13/2021 10:00:00 PM,021XX N CLARK ST,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,1814,43,06,,,41.88590385714286,-87.63086985714286,
2148,144174,JE348723,08/22/2021 01:15:00 PM,001XX N STATE ST,0870,THEFT,POCKET-PICKING,RESTAURANT,N,N,111,42,06,,,41.882724,-87.627966,
2149,144226,JE372938,09/13/2021 10:52:00 AM,068XX S BENNETT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,332,5,06,,,41.7463856,-87.5782331,
2150,144349,JE372917,09/13/2021 08:46:00 PM,009XX S OAKLEY BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1225,28,14,,,,,
2151,144539,JE433773,11/03/2021 04:10:00 PM,002XX W MADISON ST,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,122,42,06,,,41.88208436123512,-87.62905849330318,
2152,144712,JE371919,09/13/2021 05:00:00 AM,008XX S MORGAN ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1232,11,06,,,41.880991270833334,-87.65211858333333,
2153,144758,JE366907,08/27/2021 10:30:00 AM,005XX W DIVISION ST,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1823,27,06,,,41.90383691968187,-87.63028233572248,
2154,144961,JE388810,09/26/2021 07:00:00 PM,068XX S MERRILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,331,5,14,,,41.7152554,-87.5709143,
2155,144967,JE372443,09/13/2021 06:20:00 PM,0000X E CONGRESS PKWY,0460,BATTERY,SIMPLE,ALLEY,N,N,123,4,08B,,,41.87575612310426,-87.62671696218041,
2156,145315,JF108411,12/07/2021 12:00:00 PM,041XX N MC VICKER AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,N,N,1624,38,11,,,,,
2157,145349,JF108292,12/22/2021 02:00:00 PM,007XX N SACRAMENTO BLVD,0850,THEFT,ATTEMPT THEFT,OTHER (SPECIFY),N,N,1221,27,06,,,41.88964985,-87.7008938485065,
2158,145525,JE360048,09/03/2021 10:40:00 AM,055XX S KIMBARK AVE,0810,THEFT,OVER $500,APARTMENT,N,N,235,5,06,,,,,
2159,145742,JE352168,08/22/2021 08:15:00 PM,034XX W Diversey Ave,0810,THEFT,OVER $500,STREET,N,N,1412,35,06,,,41.9320543685784,-87.71260426953036,
2160,145864,JE361450,09/03/2021 03:20:00 PM,058XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2022,48,06,,,42.01419765,-87.66474800509576,
2161,145906,JE403539,10/08/2021 07:38:00 AM,035XX N LAVERGNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1634,31,14,,,41.88733901591032,-87.75030468228562,
2162,145979,JE403257,10/08/2021 09:15:00 PM,0000X W CONGRESS PKWY,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,N,N,113,4,03,,,41.8748698,-87.63994605057275,
2163,146010,JE253303,06/02/2021 07:30:00 PM,039XX W JACKSON BLVD,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,VEHICLE - COMMERCIAL,N,N,1122,28,17,,,41.878157,-87.637228,
2164,146064,JE409442,10/04/2021 04:00:00 PM,054XX S SHORE DR,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,234,5,06,,,41.7968348,-87.5809475,
2165,146153,JF108915,12/23/2021 08:45:00 AM,023XX W DEVON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2413,50,06,,,41.99767736264245,-87.68811486700103,
2166,146431,JE368165,08/27/2021 01:33:00 PM,021XX N BISSELL ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1812,43,06,,,41.9128782,-87.6507657,
2167,146533,JE362394,09/04/2021 09:45:00 PM,014XX W RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,1224,27,06,,,41.883963744897954,-87.66311975510204,
2168,146646,JE420164,10/23/2021 07:30:00 PM,014XX S MUSEUM CAMPUS DR,1330,CRIMINAL TRESPASS,TO LAND,SPORTS ARENA / STADIUM,Y,N,132,4,26,,,41.8662155,-87.6137248,
2169,146671,JE362410,09/04/2021 11:00:00 PM,034XX N CLARK ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1924,44,06,,,41.9890975,-87.6698151,
2170,146703,JE389932,09/26/2021 05:00:00 AM,030XX S LOOMIS ST,0810,THEFT,OVER $500,STREET,N,N,913,11,06,,,41.87754616073419,-87.66177104184888,
2171,146862,JE395396,09/25/2021 08:00:00 PM,006XX W BRIAR PL,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,1934,44,06,,,41.9391149,-87.6468032,
2172,147276,JF108453,08/08/2021 12:00:00 AM,002XX E GARFIELD BLVD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,231,3,11,,,41.7948121,-87.616101,
2173,147424,JE469526,12/01/2021 11:47:00 AM,046XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1722,45,06,,,41.95268265,-87.78804520342814,
2174,147436,JF162014,03/03/2022 08:00:00 AM,011XX W VAN BUREN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1232,25,14,,,41.8767957,-87.6379972,
2175,147497,JE394229,09/26/2021 09:23:00 PM,004XX E Illinois st,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1834,42,06,,,,,
2176,147554,JE348025,08/22/2021 08:00:00 PM,014XX S SACRAMENTO DR,0810,THEFT,OVER $500,PARK PROPERTY,N,N,1022,24,06,,,41.863042304899515,-87.70219729608502,
2177,147594,JE389876,09/26/2021 07:05:00 PM,012XX N WELLS ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1821,2,06,,,41.883513,-87.633756,
2178,147673,JE366442,09/04/2021 09:45:00 PM,010XX N LAKE SHORE DR,0810,THEFT,OVER $500,SPORTS ARENA / STADIUM,N,N,1824,42,06,,,41.9000948,-87.6192608,
2179,147684,JE391832,09/26/2021 03:35:00 AM,014XX S STATE ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,131,3,06,,,41.87985899963765,-87.6278284590943,
2180,147813,JF108546,12/30/2021 10:12:00 AM,026XX N MEADE AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,2512,30,06,,,41.9621118,-87.7795116,
2181,147821,JF166770,03/03/2022 08:00:00 AM,013XX W MADISON ST,0810,THEFT,OVER $500,APARTMENT,N,N,1224,27,06,,,41.881672,-87.660728,
2182,148166,JE361923,09/04/2021 11:45:00 PM,0000X E CONGRESS PKWY,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,113,42,04B,,,,,
2183,148194,JE389934,09/27/2021 11:30:00 AM,003XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1831,42,06,,,41.89656260714286,-87.63060175,
2184,148282,JE364414,09/04/2021 04:05:00 PM,013XX S INDEPENDENCE BLVD,0810,THEFT,OVER $500,SIDEWALK,N,N,1011,24,06,,,41.86374004642145,-87.72014695835456,
2185,148436,JF108448,12/28/2021 03:50:00 PM,0000X S PEORIA ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,1232,25,11,,,41.8815550827787,-87.64980239370374,
2186,148985,JE348443,08/22/2021 03:35:00 AM,067XX N SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2412,50,14,,,41.9343117,-87.7025779,
2187,149069,JE407207,10/09/2021 05:43:00 PM,012XX W DIVERSEY PKWY,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1932,32,06,,,41.9324595,-87.659523,
2188,149247,JE396212,09/12/2021 06:00:00 PM,084XX W GREGORY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,N,N,1614,41,14,,,41.9801768,-87.8390581,
2189,149306,JE368433,07/30/2021 11:50:00 AM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,,,41.8843435,-87.6242002,
2190,149347,JE362212,09/04/2021 12:00:00 AM,051XX S Greenwood Ave,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,233,5,06,,,41.7778885,-87.5993157,
2191,149436,JF165867,03/03/2022 08:15:00 PM,001XX N ELIZABETH ST,0810,THEFT,OVER $500,STREET,N,N,1224,27,06,,,41.88182275062252,-87.65865253698499,
2192,149804,JE405800,10/09/2021 12:00:00 AM,053XX S MC VICKER AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,OTHER (SPECIFY),N,N,811,23,26,,,,,
2193,150179,JE375366,09/14/2021 09:00:00 PM,015XX W BARRY AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1932,32,06,,,41.93779466666667,-87.66695033333333,
2194,150192,JF146322,12/01/2021 09:00:00 AM,037XX W 65TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,823,23,11,,,41.77660923242161,-87.63444023646609,
2195,150491,JE391624,09/27/2021 06:55:00 AM,019XX W ARGYLE ST,0810,THEFT,OVER $500,STREET,N,N,2032,40,06,,,41.972355,-87.676882,
2196,150553,JE420281,10/23/2021 10:01:00 PM,065XX W SHAKESPEARE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,2512,29,14,,,41.9200275,-87.7174625,
2197,150615,JE423006,10/23/2021 03:37:00 PM,009XX W WEED ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1822,27,06,,,,,
2198,150662,JE426340,10/22/2021 07:00:00 PM,013XX N WELLS ST,0810,THEFT,OVER $500,RESIDENCE,N,N,1821,2,06,,,41.884322624999996,-87.634000375,
2199,150712,JE423263,10/23/2021 09:15:00 PM,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2422,49,06,,,41.896026114751564,-87.63112111915295,
2200,150772,JE420847,10/23/2021 05:00:00 PM,018XX W IRVING PARK RD,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1912,47,06,,,41.9536294,-87.7251086,
2201,150820,JF161804,03/03/2022 10:45:00 AM,008XX N HERMITAGE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,1213,1,06,,,41.883044915729094,-87.670462,
2202,151000,JF108175,12/23/2021 01:00:00 PM,013XX E 72ND PL,0890,THEFT,FROM BUILDING,APARTMENT,N,N,324,8,06,,,41.7632521,-87.5637787,
2203,151227,JE423241,10/23/2021 02:00:00 PM,009XX W WEED ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,1822,27,11,,,41.9098956,-87.647507,
2204,151421,JE378225,09/15/2021 09:00:00 PM,025XX N Talman Ave,0810,THEFT,OVER $500,STREET,N,N,1431,32,06,,,41.92688145332425,-87.69370944241102,
2205,151461,JE382050,09/15/2021 12:55:00 PM,055XX S EVERETT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,235,5,06,,,41.7927999,-87.5820499,
2206,151546,JF124589,12/30/2021 12:00:00 PM,022XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1431,1,06,,,41.92114709058131,-87.69431090361398,
2207,151607,JF114634,12/13/2021 01:00:00 PM,050XX W WASHINGTON BLVD,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1532,28,06,,,41.881662738399385,-87.75073130591679,
2208,151669,JE419739,10/23/2021 12:00:00 AM,053XX N OSCEOLA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,1613,41,14,,,,,
2209,151989,JE375602,09/15/2021 08:00:00 AM,019XX S Michigan Ave,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,N,N,132,3,06,,,41.879681448979596,-87.62454102040816,
2210,152026,JF162648,03/03/2022 11:55:00 AM,042XX N BROADWAY,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,1915,46,06,,,41.958797544758546,-87.65313008451945,
2211,152088,JE397513,07/29/2021 07:45:00 PM,003XX E Randolph St,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,,,41.8843435,-87.6242002,
2212,152247,JE382967,09/15/2021 10:30:00 PM,011XX W NORTH SHORE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),N,N,2432,49,26,,,42.003785091835866,-87.6594486907548,
2213,152350,JE382354,09/02/2021 11:15:00 AM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,111,42,06,,,41.8966529,-87.6281533,
2214,152448,JE410713,10/10/2021 10:30:00 PM,014XX N CLEAVER ST,0810,THEFT,OVER $500,STREET,N,N,1433,2,06,,,41.908369863134546,-87.66408793106886,
2215,152615,JE420676,10/24/2021 12:00:00 AM,023XX W WILSON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1911,47,06,,,41.9658921,-87.6455645,
2216,152702,JE408194,10/10/2021 04:30:00 PM,026XX W IOWA ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1211,26,06,,,41.897426207052426,-87.69228643128565,
2217,152844,JE391535,09/28/2021 08:17:00 PM,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2422,49,06,,,41.89599398184778,-87.63134046627337,
2218,152888,JE493255,12/30/2021 01:34:00 PM,073XX S DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,735,17,08B,,,41.87229802631307,-87.67629632096384,
2219,152930,JF147183,12/02/2021 08:00:00 AM,053XX S AUSTIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,811,23,11,,,41.79587887558116,-87.77227427306613,
2220,152952,JE469197,11/14/2021 10:05:00 AM,008XX W JUNIOR TER,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1915,46,14,,,41.9609855,-87.6477337,
